426.607476 ,332.066096 ,57.156329
662.433121 ,291.950240 ,80.928377
804.338719 ,373.960833 ,56.657332
980.548287 ,320.095893 ,-59.244737
1057.859896 ,353.940842 ,-54.620256
998.691808 ,458.937077 ,-234.272503
900.376692 ,509.748067 ,-304.853229
947.482517 ,321.336175 ,-414.482807
943.006991 ,152.139434 ,-485.478658
857.865980 ,209.054325 ,-636.368808
751.160328 ,228.658837 ,-783.685048
661.438588 ,271.874723 ,-862.906265
459.788942 ,172.967288 ,-944.525133
300.639520 ,-18.309569 ,-977.337084
107.147730 ,-262.518779 ,-1044.913233
-9.382739 ,-403.113433 ,-958.420271
-165.103969 ,-639.256756 ,-780.590145
-316.319279 ,-747.932961 ,-570.659430
-402.918701 ,-751.852423 ,-354.668202
-488.016043 ,-725.392879 ,-540.001713
-470.059793 ,-589.406497 ,-664.316554
-443.969818 ,-530.563556 ,-718.252015
-301.831727 ,-487.501024 ,-836.363427
-167.986534 ,-358.948817 ,-973.921575
12.875720 ,-202.912749 ,-1039.183057
163.532442 ,18.141564 ,-1009.987717
386.727314 ,260.293937 ,-849.480617
647.959541 ,437.375109 ,-571.924211
818.694267 ,480.066869 ,-283.996563
831.290182 ,489.027122 ,-199.250951
941.593245 ,306.541674 ,25.239340
940.622459 ,182.819151 ,208.965125
948.782735 ,128.224261 ,288.248305
935.539899 ,46.860869 ,333.235490
888.086636 ,-4.927748 ,366.230656
786.555912 ,486.594433 ,312.771411
518.075951 ,805.634345 ,19.592464
-115.225962 ,749.995995 ,-525.043525
-579.135628 ,297.647165 ,-722.679273
-795.407124 ,-163.087448 ,-574.429061
-861.964583 ,-515.289236 ,-213.038005
-799.185620 ,-556.435819 ,204.773355
-714.240315 ,-446.066020 ,532.405452
-637.356285 ,-391.209006 ,672.825904
-517.607599 ,-385.162345 ,790.985084
-526.152780 ,-585.702678 ,634.774532
-499.347529 ,-810.109734 ,173.362190
-565.634270 ,-719.923567 ,-429.624926
-414.519637 ,-633.429715 ,-627.298538
-168.378323 ,-455.292063 ,-933.504005
185.194595 ,28.510556 ,-1060.628289
502.608504 ,309.597339 ,-819.303523
579.446507 ,376.021588 ,-657.502449
733.756841 ,456.597036 ,-550.693618
784.756093 ,432.697639 ,-428.650970
835.923077 ,373.950059 ,-379.214547
865.732294 ,390.268657 ,-302.846118
895.319067 ,335.867080 ,-215.172705
925.225797 ,325.244290 ,-185.870939
1006.371280 ,236.619608 ,-141.356392
971.547490 ,201.185362 ,-27.701316
1005.801586 ,141.155239 ,-50.152658
1031.209468 ,59.729668 ,-13.763262
1009.807906 ,21.613650 ,-56.743336
996.943521 ,-46.499543 ,-108.803341
1018.325543 ,-46.086510 ,-87.716566
996.886577 ,-27.318471 ,-78.811879
992.778711 ,-32.013634 ,-133.888639
1031.273358 ,-46.424609 ,-108.921944
992.430654 ,-86.993456 ,-75.736710
1035.388978 ,-98.467024 ,-97.265585
1004.886068 ,-134.038382 ,7.910304
1013.263266 ,-185.924951 ,28.016199
978.533824 ,-297.424325 ,59.795052
879.646594 ,-432.784588 ,15.177600
793.722750 ,-610.139332 ,-85.308311
647.732670 ,-723.420277 ,-142.019786
506.701026 ,-768.168873 ,-337.016483
507.496201 ,-696.498132 ,-509.071084
602.894387 ,-504.630928 ,-649.482907
638.075726 ,-266.845639 ,-716.861231
613.053368 ,-115.505530 ,-811.109597
425.240569 ,109.712776 ,-928.722884
112.216523 ,191.023456 ,-934.493715
-205.161219 ,223.493988 ,-958.130560
-488.980913 ,157.793523 ,-835.737169
-579.678154 ,39.510661 ,-757.358081
-747.534778 ,-33.990178 ,-669.368897
-795.275246 ,-152.399091 ,-603.834605
-743.984200 ,-215.539508 ,-592.561045
-696.733159 ,-310.169995 ,-674.966546
-606.601767 ,-351.629677 ,-709.940960
-602.362830 ,-366.481785 ,-706.016564
-636.715309 ,-381.564673 ,-710.423101
-692.530138 ,-351.304333 ,-680.019189
-623.968783 ,-354.448706 ,-654.936553
-615.305994 ,-400.186233 ,-710.863426
-534.136319 ,-485.150476 ,-670.507820
-525.624142 ,-549.043717 ,-697.175630
-607.462573 ,-521.254940 ,-590.576759
-654.670751 ,-487.315428 ,-564.361439
-749.684901 ,-526.101808 ,-420.946784
-797.136551 ,-517.419169 ,-344.457978
-870.464293 ,-470.357347 ,-203.665116
-866.923700 ,-470.419669 ,7.855838
-906.175250 ,-482.509093 ,176.983523
-769.714967 ,-447.725823 ,443.722393
-568.944797 ,-454.092236 ,696.736704
-285.945214 ,-422.139808 ,780.987754
-131.965817 ,-449.548082 ,902.601352
-20.454761 ,-509.482844 ,875.650973
164.313880 ,-536.753860 ,785.625014
237.413845 ,-507.091396 ,764.797999
280.309766 ,-495.576974 ,777.566005
198.845071 ,-492.314222 ,760.992206
69.952111 ,-506.944020 ,795.001452
-88.615831 ,-508.315945 ,736.299466
-303.126572 ,-482.575291 ,741.785595
-491.810412 ,-532.770325 ,669.538729
-697.054431 ,-563.310626 ,441.199928
-829.139990 ,-594.717050 ,153.358571
-887.227375 ,-483.719803 ,-326.558765
-662.170024 ,-318.807495 ,-747.178695
-402.978541 ,13.464437 ,-991.175282
-123.495977 ,234.360313 ,-987.817786
344.049992 ,383.777863 ,-825.754548
588.192109 ,447.053455 ,-651.908364
694.730836 ,492.532755 ,-410.239079
844.354244 ,469.214993 ,-267.376513
891.166044 ,444.793552 ,-174.944302
941.835167 ,343.146062 ,-16.350066
979.948943 ,224.778004 ,40.423358
988.109963 ,128.599970 ,89.275638
1013.046470 ,-44.995730 ,191.548925
960.728312 ,-271.617450 ,259.206270
818.644683 ,-496.386708 ,229.908039
681.307219 ,-689.374486 ,95.449631
514.788788 ,-761.926309 ,-193.078761
287.800673 ,-817.550597 ,-358.373407
189.824990 ,-757.076606 ,-517.610201
31.696415 ,-685.020036 ,-646.794458
-74.913213 ,-609.190626 ,-780.315560
-121.493203 ,-510.315331 ,-883.979517
-134.108531 ,-413.341027 ,-886.262987
-150.562449 ,-231.673318 ,-954.562002
-7.987968 ,51.150283 ,-1021.432084
133.916206 ,288.145934 ,-932.663608
275.424809 ,564.895283 ,-703.500782
437.932948 ,677.629327 ,-464.938091
540.104769 ,734.812974 ,-193.408999
637.797218 ,687.078055 ,54.923303
752.536727 ,598.383378 ,306.622846
760.336416 ,435.951247 ,409.175155
716.524359 ,334.463888 ,589.256452
711.547934 ,216.881040 ,696.964295
698.228613 ,116.995734 ,750.049642
628.982806 ,-39.016518 ,802.229123
568.510701 ,-112.795868 ,860.222408
478.092168 ,-66.137712 ,979.913670
306.091017 ,-129.032800 ,1034.279955
190.198165 ,-129.139222 ,1043.144601
70.246639 ,-96.384301 ,1010.361427
-45.693046 ,-115.159115 ,1018.859875
-140.144638 ,-186.964235 ,979.704854
-290.305730 ,-240.369209 ,932.644402
-491.751603 ,-204.205056 ,891.751790
-684.048487 ,-121.681541 ,724.816232
-795.317685 ,-96.961162 ,657.999485
-812.232866 ,-45.313047 ,625.226700
-944.559477 ,-11.269460 ,452.899289
-918.567076 ,2.696098 ,393.852770
-1025.445175 ,19.372569 ,293.017275
-999.095414 ,20.232856 ,123.714347
-978.033412 ,-94.951669 ,150.995049
-982.674311 ,-210.412114 ,165.668163
-939.958035 ,-402.127612 ,81.373253
-918.036160 ,-521.560045 ,-136.812508
-857.884817 ,-521.795110 ,-158.180965
-896.083638 ,-395.447015 ,-185.182647
-976.969210 ,-221.167445 ,-240.709220
-915.995336 ,-96.947589 ,-403.481658
-790.621071 ,-25.664371 ,-614.055819
-592.397323 ,65.178873 ,-782.194008
-420.240228 ,-1.214785 ,-974.480218
-197.052617 ,-31.183063 ,-1009.694500
133.156632 ,-116.336434 ,-1012.520571
274.362954 ,-193.409226 ,-955.297319
372.673356 ,-281.996441 ,-910.842074
496.618797 ,-343.512828 ,-815.176938
590.240784 ,-452.826966 ,-673.806157
649.511100 ,-546.988365 ,-515.095092
